userId,movieId,rating,timestamp,user_idx,movie_idx
1,1210,5.0,2000-07-30 18:08:19,0,477
1,2018,5.0,2000-07-30 18:08:43,0,761
1,2826,4.0,2000-07-30 18:08:43,0,1023
1,2628,4.0,2000-07-30 18:08:43,0,960
1,3578,5.0,2000-07-30 18:11:08,0,1217
1,3617,4.0,2000-07-30 18:11:23,0,1223
1,3744,4.0,2000-07-30 18:11:34,0,1255
1,101,5.0,2000-07-30 18:14:28,0,55
1,2858,5.0,2000-07-30 18:14:28,0,1028
1,441,4.0,2000-07-30 18:14:28,0,216
1,2997,4.0,2000-07-30 18:14:56,0,1067
1,235,4.0,2000-07-30 18:15:08,0,118
1,1060,4.0,2000-07-30 18:15:24,0,417
1,356,4.0,2000-07-30 18:16:02,0,178
1,223,3.0,2000-07-30 18:16:25,0,109
1,2700,5.0,2000-07-30 18:16:25,0,979
1,1500,4.0,2000-07-30 18:16:25,0,618
1,3243,3.0,2000-07-30 18:18:13,0,1125
1,2395,5.0,2000-07-30 18:18:13,0,887
1,1517,5.0,2000-07-30 18:18:27,0,621
1,3253,5.0,2000-07-30 18:18:27,0,1131
1,1732,5.0,2000-07-30 18:18:45,0,680
1,1580,3.0,2000-07-30 18:18:45,0,633
1,3450,5.0,2000-07-30 18:19:04,0,1185
1,2596,5.0,2000-07-30 18:19:04,0,951
1,333,5.0,2000-07-30 18:19:39,0,165
1,1042,4.0,2000-07-30 18:19:39,0,412
1,231,5.0,2000-07-30 18:19:39,0,114
1,543,4.0,2000-07-30 18:19:39,0,263
1,216,5.0,2000-07-30 18:20:08,0,106
1,500,3.0,2000-07-30 18:20:08,0,239
1,3052,5.0,2000-07-30 18:20:08,0,1083
1,3809,4.0,2000-07-30 18:20:20,0,1268
1,1777,4.0,2000-07-30 18:20:30,0,689
1,3,4.0,2000-07-30 18:20:47,0,2
1,2542,5.0,2000-07-30 18:21:05,0,942
1,2502,5.0,2000-07-30 18:21:18,0,929
1,1080,5.0,2000-07-30 18:22:07,0,424
1,1136,5.0,2000-07-30 18:22:07,0,449
1,1256,5.0,2000-07-30 18:24:02,0,516
1,1927,5.0,2000-07-30 18:24:57,0,722
1,923,5.0,2000-07-30 18:25:29,0,370
1,3671,5.0,2000-07-30 18:26:29,0,1234
1,2872,5.0,2000-07-30 18:28:00,0,1032
1,1097,5.0,2000-07-30 18:28:00,0,437
1,260,5.0,2000-07-30 18:28:00,0,131
1,1073,5.0,2000-07-30 18:28:00,0,420
1,2174,4.0,2000-07-30 18:28:00,0,827
1,2161,5.0,2000-07-30 18:28:30,0,825
1,367,4.0,2000-07-30 18:28:30,0,184
